110115405,国家新媒体产业基地,国家新媒体产业基地
110115406,大兴国际机场,大兴国际机场
110116001,泉河街道,泉河
110116002,龙山街道,龙山
110116003,怀柔地区,怀柔地区
110116004,雁栖地区,雁栖地区
110116005,庙城地区,庙城地区
110116102,北房镇,北房
110116103,杨宋镇,杨宋
110116105,桥梓镇,桥梓
110116106,怀北镇,怀北
110116107,汤河口镇,汤河口
110116108,渤海镇,渤海
110116109,九渡河镇,九渡河
110116110,琉璃庙镇,琉璃庙
110116111,宝山镇,宝山
110116211,长哨营满族乡,长哨营满族
110116213,喇叭沟门满族乡,喇叭沟门满族
110116400,北京雁栖经济开发区,北京雁栖经济开发区
110117001,滨河街道,滨河
110117002,兴谷街道,兴谷
110117003,渔阳地区,渔阳地区
110117004,峪口地区,峪口地区
110117005,马坊地区,马坊地区
110117006,金海湖地区,金海湖地区
110117101,东高村镇,东高村
110117102,山东庄镇,山东庄
110117104,南独乐河镇,南独乐河
110117105,大华山镇,大华山
110117106,夏各庄镇,夏各庄
110117108,马昌营镇,马昌营
110117110,王辛庄镇,王辛庄
110117111,大兴庄镇,大兴庄
110117112,刘家店镇,刘家店
110117114,镇罗营镇,罗营
110117213,黄松峪乡,黄松峪
110117214,熊儿寨乡,熊儿寨
110118001,鼓楼街道,鼓楼
110118002,果园街道,果园
110118003,檀营地区,檀营地区
110118100,密云镇,密云
110118101,溪翁庄镇,溪翁庄
110118102,西田各庄镇,西田各庄
110118103,十里堡镇,十里堡
110118104,河南寨镇,河南寨
110118105,巨各庄镇,巨各庄
110118106,穆家峪镇,穆家峪
110118107,太师屯镇,太师屯
110118108,高岭镇,高岭
110118109,不老屯镇,不老屯
110118110,冯家峪镇,冯家峪
110118111,古北口镇,古北口
110118112,大城子镇,大城子
110118113,东邵渠镇,东邵渠
110118114,北庄镇,北庄
110118115,新城子镇,新城子
110118116,石城镇,石城
110118400,北京密云经济开发区,北京密云经济开发区
110119001,百泉街道,百泉
110119002,香水园街道,香水园
110119003,儒林街道,儒林
110119100,延庆镇,延庆
110119101,康庄镇,康庄
110119102,八达岭镇,八达岭
110119103,永宁镇,永宁
110119104,旧县镇,旧县
110119105,张山营镇,张山营
110119106,四海镇,四海
110119107,千家店镇,千家店
110119108,沈家营镇,沈家营
110119109,大榆树镇,大榆树
110119110,井庄镇,井庄
110119200,大庄科乡,大庄科
110119201,刘斌堡乡,刘斌堡
110119202,香营乡,香营
110119203,珍珠泉乡,珍珠泉
120101001,劝业场街道,劝业场
120101002,小白楼街道,小白楼
120101003,五大道街道,五大道
120101004,新兴街道,新兴
120101005,南营门街道,南营门
120101006,南市街道,南市
120102001,大王庄街道,大王庄
120102002,大直沽街道,大直沽
120102003,中山门街道,中山门
120102004,富民路街道,富民路
120102005,二号桥街道,二号桥
120102006,春华街道,春华
120102007,唐家口街道,唐家口
120102008,向阳楼街道,向阳楼
120102009,常州道街道,常州道
120102010,上杭路街道,上杭路
120102011,东新街道,东新
120102012,鲁山道街道,鲁山道
120102013,天津铁厂街道,天津铁厂
120103001,大营门街道,大营门
120103002,下瓦房街道,下瓦房
120103003,桃园街道,桃园
120103004,挂甲寺街道,挂甲寺
120103005,马场街道,马场
120103006,越秀路街道,越秀路
